subject,prefix,author_prefix,dcterms:creator,author_last_first,rdfs:label,dcterms:title,schema:encodingFormat,schema:bookFormat
Mistborn_01,authors,:,Brandon_Sanderson,"Sanderson, Brandon",Brandon Sanderson,Mistborn 01 - Mistborn,mobi,schema:Ebook
Mistborn_02,authors,:,Brandon_Sanderson,"Sanderson, Brandon",Brandon Sanderson,Mistborn 02 - The Well of Ascension,mobi,schema:Ebook
Mistborn_03,authors,:,Brandon_Sanderson,"Sanderson, Brandon",Brandon Sanderson,Mistborn 03 - The Hero of Ages,mobi,schema:Ebook
Way_of_Kings,authors,:,Brandon_Sanderson,"Sanderson, Brandon",Brandon Sanderson,The Way of Kings,mobi,schema:Ebook
Kidd_1,authors,:,John_Sandford,"Sandford, John",John Sandford,Kidd 1 - The Fool's Run,mobi,schema:Ebook
Kidd_2,authors,:,John_Sandford,"Sandford, John",John Sandford,Kidd 2 - The Empress File,mobi,schema:Ebook
Kidd_3,authors,:,John_Sandford,"Sandford, John",John Sandford,Kidd 3 - The Devils Code,mobi,schema:Ebook
Kidd_4,authors,:,John_Sandford,"Sandford, John",John Sandford,Kidd 4 - Hanged Man's Song,mobi,schema:Ebook
Prey_1,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 1 - Rules of Prey,mobi,schema:Ebook
Prey_2,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 2 - Shadow Prey,mobi,schema:Ebook
Prey_3,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 3 - Eyes of Prey,mobi,schema:Ebook
Prey_4,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 4 - Silent Prey,mobi,schema:Ebook
Prey_5,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 5 - Winter Prey,mobi,schema:Ebook
Prey_6,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 6 - Night Prey,mobi,schema:Ebook
Prey_7,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 7 - Mind Prey,mobi,schema:Ebook
Prey_8,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 8 - Sudden Prey,mobi,schema:Ebook
Prey_9,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 9 - Secret Prey,mobi,schema:Ebook
Prey_10,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 10 - Certain Prey,mobi,schema:Ebook
Prey_11,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 11 - Easy Prey,mobi,schema:Ebook
Prey_12,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 12 - Chosen Prey,mobi,schema:Ebook
Prey_13,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 13 - Mortal Prey,mobi,schema:Ebook
Prey_14,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 14 - Naked Prey,mobi,schema:Ebook
Prey_15,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 15 - Hidden Prey,mobi,schema:Ebook
Prey_16,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 16 - Invisible Prey,mobi,schema:Ebook
Prey_18,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 18 - Phantom Prey,mobi,schema:Ebook
Prey_19,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 19 - Wicked Prey,mobi,schema:Ebook
Prey_20,authors,:,John_Sandford,"Sandford, John",John Sandford,Prey 20 - Storm Prey,mobi,schema:Ebook
Virgil_Flowers1,authors,:,John_Sandford,"Sandford, John",John Sandford,Virgil Flowers1 - Dark of the Moon,mobi,schema:Ebook
Virgil_Flowers2,authors,:,John_Sandford,"Sandford, John",John Sandford,Virgil Flowers2 - Heat Lightning,mobi,schema:Ebook
Push,authors,:,Sapphire,Sapphire,Sapphire,Push,mobi,schema:Ebook
Blindness,authors,:,Jose_Saramago,"Saramago, Jose",Jose Saramago,Blindness,mobi,schema:Ebook
Black_Lightning,authors,:,John_Saul,"Saul, John",John Saul,Black Lightning,prc,schema:Ebook
Comes_Blind_Fury,authors,:,John_Saul,"Saul, John",John Saul,Comes The Blind Fury,prc,schema:Ebook
Cry_for_Strangers,authors,:,John_Saul,"Saul, John",John Saul,Cry for the Strangers,prc,schema:Ebook
Darkness,authors,:,John_Saul,"Saul, John",John Saul,Darkness,prc,schema:Ebook
God_Project,authors,:,John_Saul,"Saul, John",John Saul,God Project,prc,schema:Ebook
Hellfire,authors,:,John_Saul,"Saul, John",John Saul,Hellfire,prc,schema:Ebook
Nathaniel,authors,:,John_Saul,"Saul, John",John Saul,Nathaniel,prc,schema:Ebook
Nightshade,authors,:,John_Saul,"Saul, John",John Saul,Nightshade,prc,schema:Ebook
Second_Child,authors,:,John_Saul,"Saul, John",John Saul,Second Child,prc,schema:Ebook
Sleepwalk,authors,:,John_Saul,"Saul, John",John Saul,Sleepwalk,prc,schema:Ebook
Suffer_Children,authors,:,John_Saul,"Saul, John",John Saul,Suffer The Children,prc,schema:Ebook
Blackstone_Chronicles,authors,:,John_Saul,"Saul, John",John Saul,The Blackstone Chronicles,prc,schema:Ebook
Guardian,authors,:,John_Saul,"Saul, John",John Saul,The Guardian,prc,schema:Ebook
Homing,authors,:,John_Saul,"Saul, John",John Saul,The Homing,prc,schema:Ebook
Right_Hand_of_Evil,authors,:,John_Saul,"Saul, John",John Saul,The Right Hand of Evil,prc,schema:Ebook
Unloved,authors,:,John_Saul,"Saul, John",John Saul,The Unloved,prc,schema:Ebook
Unwanted,authors,:,John_Saul,"Saul, John",John Saul,The Unwanted,prc,schema:Ebook
Calculating_God,authors,:,Robert_J_Sawyer,"Sawyer, Robert J.",Robert J. Sawyer,Calculating God,mobi,schema:Ebook
Factoring_Humanity,authors,:,Robert_J_Sawyer,"Sawyer, Robert J.",Robert J. Sawyer,Factoring Humanity,mobi,schema:Ebook
Flashforward,authors,:,Robert_J_Sawyer,"Sawyer, Robert J.",Robert J. Sawyer,Flashforward,mobi,schema:Ebook
Cleopatra,authors,:,Stacy_Schiff,"Schiff, Stacy",Stacy Schiff,Cleopatra,mobi,schema:Ebook
Ivanhoe,authors,:,Walter_Scott,"Scott, Walter",Walter Scott,Ivanhoe,mobi,schema:Ebook
Lovely_Bones,authors,:,Alice_Sebold,"Sebold, Alice",Alice Sebold,The Lovely Bones,mobi,schema:Ebook
Dress_Your_Family,authors,:,David_Sedaris,"Sedaris, David",David Sedaris,Dress Your Family in Corduroy and Denim,mobi,schema:Ebook
Me_Talk_Pretty,authors,:,David_Sedaris,"Sedaris, David",David Sedaris,Me Talk Pretty One Day,mobi,schema:Ebook
Naked,authors,:,David_Sedaris,"Sedaris, David",David Sedaris,Naked,mobi,schema:Ebook
Squirrel_Seeks_Chipmunk,authors,:,David_Sedaris,"Sedaris, David",David Sedaris,Squirrel Seeks Chipmunk,mobi,schema:Ebook
Requiem_for_Dream,authors,:,Hubert_Selby_Jr,"Selby, Hubert",Hubert Selby,Requiem for a Dream,mobi,schema:Ebook
Thirteenth_Tale,authors,:,Diane_Setterfield,"Setterfield, Diane",Diane Setterfield,The Thirteenth Tale,mobi,schema:Ebook
Guernsey_Literary_Society,authors,:,Mary_Ann_Shaffer,"Shaffer, Mary Ann",Mary Ann Shaffer,The Guernsey Literary and Potato Peel Pie Society,mobi,schema:Ebook
Hamlet,authors,:,William_Shakespeare,"Shakespeare, William",William Shakespeare,Hamlet,mobi,schema:Ebook
Henry_IV_Pt_1,authors,:,William_Shakespeare,"Shakespeare, William",William Shakespeare,Henry IV (Part 1),mobi,schema:Ebook
Henry_IV_Pt_2,authors,:,William_Shakespeare,"Shakespeare, William",William Shakespeare,Henry IV (Part 2),mobi,schema:Ebook
Othello,authors,:,William_Shakespeare,"Shakespeare, William",William Shakespeare,Othello,mobi,schema:Ebook
Romeo_and_Juliet,authors,:,William_Shakespeare,"Shakespeare, William",William Shakespeare,Romeo and Juliet,mobi,schema:Ebook
Merchant_of_Venice,authors,:,William_Shakespeare,"Shakespeare, William",William Shakespeare,The Merchant of Venice,mobi,schema:Ebook
Tempest,authors,:,William_Shakespeare,"Shakespeare, William",William Shakespeare,The Tempest,mobi,schema:Ebook
Winters_Tale,authors,:,William_Shakespeare,"Shakespeare, William",William Shakespeare,The Winter's Tale,mobi,schema:Ebook
Family,authors,:,Jeff_Sharlet,"Sharlet, Jeff",Jeff Sharlet,The Family,mobi,schema:Ebook
Frankenstein,authors,:,Mary_Shelley,"Shelley, Mary",Mary Shelley,Frankenstein,mobi,schema:Ebook
Wetbones,authors,:,John_Shirley,"Shirley, John",John Shirley,Wetbones,prc,schema:Ebook
Infected,authors,:,Scott_Sigler,"Sigler, Scott",Scott Sigler,Infected,mobi,schema:Ebook
Infected,authors,:,Scott_Sigler,"Sigler, Scott",Scott Sigler,Infected,prc,schema:Ebook
EarthCore,authors,:,Scott_Sigler,"Sigler, Scott",Scott Sigler,EarthCore,prc,schema:Ebook
Contagious,authors,:,Scott_Sigler,"Sigler, Scott",Scott Sigler,Contagious,prc,schema:Ebook
Bedwetter,authors,:,Sarah_Silverman,"Silverman, Sarah",Sarah Silverman,"The Bedwetter, Stories of Courage, Redemption, and Pee",mobi,schema:Ebook
Carrion_Comfort,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Carrion Comfort,mobi,schema:Ebook
Drood,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Drood,mobi,schema:Ebook
Hyperion,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Hyperion,mobi,schema:Ebook
Hyperion_Cantos_01,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Hyperion Cantos 01 - Hyperion,mobi,schema:Ebook
Hyperion_Cantos_02,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Hyperion Cantos 02 - The Fall of Hyperion,mobi,schema:Ebook
Hyperion_Cantos_03,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Hyperion Cantos 03 - Endymion,mobi,schema:Ebook
Hyperion_Cantos_04,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Hyperion Cantos 04 - The Rise of Endymion,mobi,schema:Ebook
Ilium,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Ilium,mobi,schema:Ebook
Olympos,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Olympos,mobi,schema:Ebook
Summer_of_Night,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,Summer of Night,mobi,schema:Ebook
Terror,authors,:,Dan_Simmons,"Simmons, Dan",Dan Simmons,The Terror,mobi,schema:Ebook
Jungle,authors,:,Upton_Sinclair,"Sinclair, Upton",Upton Sinclair,The Jungle,mobi,schema:Ebook
Heroin_Diaries,authors,:,Nikki_Sixx,"Sixx, Nikki",Nikki Sixx,The Heroin Diaries,mobi,schema:Ebook
Tree_Grows_Brooklyn,authors,:,Betty_Smith,"Smith, Betty",Betty Smith,A Tree Grows in Brooklyn,mobi,schema:Ebook
Depraved,authors,:,Bryan_Smith,"Smith, Bryan",Bryan Smith,Depraved,mobi,schema:Ebook
House_of_Blood,authors,:,Bryan_Smith,"Smith, Bryan",Bryan Smith,House of Blood,mobi,schema:Ebook
Queen_of_Blood,authors,:,Bryan_Smith,"Smith, Bryan",Bryan Smith,Queen of Blood,mobi,schema:Ebook
Soultaker,authors,:,Bryan_Smith,"Smith, Bryan",Bryan Smith,Soultaker,mobi,schema:Ebook
Just_Kids,authors,:,Patti_Smith,"Smith, Patti",Patti Smith,Just Kids,mobi,schema:Ebook
Simple_Plan,authors,:,Scott_Smith,"Smith, Scott",Scott Smith,A Simple Plan,mobi,schema:Ebook
Ruins,authors,:,Scott_Smith,"Smith, Scott",Scott Smith,The Ruins,mobi,schema:Ebook
Series_Unfortunate_Events_01,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 01 - The Bad Beginning,mobi,schema:Ebook
Series_Unfortunate_Events_02,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 02 - The Reptile Room,mobi,schema:Ebook
Series_Unfortunate_Events_03,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 03 - The Wide Window,mobi,schema:Ebook
Series_Unfortunate_Events_04,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 04 - The Miserable Mill,mobi,schema:Ebook
Series_Unfortunate_Events_05,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 05 - The Austere Academy,mobi,schema:Ebook
Series_Unfortunate_Events_06,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 06 - The Ersatz Elevator,mobi,schema:Ebook
Series_Unfortunate_Events_07,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 07 - The Vile Village,mobi,schema:Ebook
Series_Unfortunate_Events_08,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 08 - The Hostile Hospital,mobi,schema:Ebook
Series_Unfortunate_Events_09,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 09 - The Carnivorous Carnival,mobi,schema:Ebook
Series_Unfortunate_Events_10,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 10 - The Slippery Slope,mobi,schema:Ebook
Series_Unfortunate_Events_11,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 11 - The Grim Grotto,mobi,schema:Ebook
Series_Unfortunate_Events_12,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 12 - The Penultimate Peril,mobi,schema:Ebook
Series_Unfortunate_Events_13,authors,:,Lemony_Snicket,"Snicket, Lemony",Lemony Snicket,A Series of Unfortunate Events 13 - The End,mobi,schema:Ebook
Bend_in_Road,authors,:,Nicholas_Sparks,"Sparks, Nicholas",Nicholas Sparks,A Bend in the Road,mobi,schema:Ebook
Walk_to_Remember,authors,:,Nicholas_Sparks,"Sparks, Nicholas",Nicholas Sparks,A Walk to Remember,mobi,schema:Ebook
At_First_Sight,authors,:,Nicholas_Sparks,"Sparks, Nicholas",Nicholas Sparks,At First Sight,mobi,schema:Ebook
Dear_John,authors,:,Nicholas_Sparks,"Sparks, Nicholas",Nicholas Sparks,Dear John,mobi,schema:Ebook
Message_in_a_Bottle,authors,:,Nicholas_Sparks,"Sparks, Nicholas",Nicholas Sparks,Message in a Bottle,mobi,schema:Ebook
Nights_in_Rodanthe,authors,:,Nicholas_Sparks,"Sparks, Nicholas",Nicholas Sparks,Nights in Rodanthe,mobi,schema:Ebook
Safe_Haven,authors,:,Nicholas_Sparks,"Sparks, Nicholas",Nicholas Sparks,Safe Haven,mobi,schema:Ebook
Notebook,authors,:,Nicholas_Sparks,"Sparks, Nicholas",Nicholas Sparks,The Notebook,mobi,schema:Ebook
Armor,authors,:,John_Steakley,"Steakley, John",John Steakley,Armor,mobi,schema:Ebook
Art_of_Racing_in_Rain,authors,:,Garth_Stein,"Stein, Garth",Garth Stein,The Art of Racing in the Rain,mobi,schema:Ebook
Cannery_Row,authors,:,John_Steinbeck,"Steinbeck, John",John Steinbeck,Cannery Row,mobi,schema:Ebook
East_of_Eden,authors,:,John_Steinbeck,"Steinbeck, John",John Steinbeck,East of Eden,mobi,schema:Ebook
Of_Mice_and_Men,authors,:,John_Steinbeck,"Steinbeck, John",John Steinbeck,Of Mice and Men,mobi,schema:Ebook
Grapes_of_Wrath,authors,:,John_Steinbeck,"Steinbeck, John",John Steinbeck,The Grapes of Wrath,mobi,schema:Ebook
Pearl,authors,:,John_Steinbeck,"Steinbeck, John",John Steinbeck,The Pearl,mobi,schema:Ebook
Tortilla_Flat,authors,:,John_Steinbeck,"Steinbeck, John",John Steinbeck,Tortilla Flat,mobi,schema:Ebook
Anathem,authors,:,Neal_Stephenson,"Stephenson, Neal",Neal Stephenson,Anathem,mobi,schema:Ebook
Cryptonomicon,authors,:,Neal_Stephenson,"Stephenson, Neal",Neal Stephenson,Cryptonomicon,mobi,schema:Ebook
Snow_Crash,authors,:,Neal_Stephenson,"Stephenson, Neal",Neal Stephenson,Snow Crash,mobi,schema:Ebook
Baroque_Cycle_01,authors,:,Neal_Stephenson,"Stephenson, Neal",Neal Stephenson,The Baroque Cycle 01 - Quicksilver,mobi,schema:Ebook
Baroque_Cycle_02,authors,:,Neal_Stephenson,"Stephenson, Neal",Neal Stephenson,The Baroque Cycle 02 - The Confusion,mobi,schema:Ebook
Baroque_Cycle_03,authors,:,Neal_Stephenson,"Stephenson, Neal",Neal Stephenson,The Baroque Cycle 03 - The System of the World,mobi,schema:Ebook
Diamond_Age,authors,:,Neal_Stephenson,"Stephenson, Neal",Neal Stephenson,The Diamond Age,mobi,schema:Ebook
Treasure_Island,authors,:,Robert_Louis_Stevenson,"Stevenson, Robert Louis",Robert Louis Stevenson,Treasure Island,mobi,schema:Ebook
Help,authors,:,Kathryn_Stockett,"Stockett, Kathryn",Kathryn Stockett,The Help,mobi,schema:Ebook
Dracula,authors,:,Bram_Stoker,"Stoker, Bram",Bram Stoker,Dracula,mobi,schema:Ebook
Uncle_Toms_Cabin,authors,:,Harriet_Beecher_Stowe,"Stowe, Harriet Beecher",Harriet Beecher Stowe,Uncle Tom's Cabin,mobi,schema:Ebook
Ghost_Story,authors,:,Peter_Straub,"Straub, Peter",Peter Straub,Ghost Story,mobi,schema:Ebook
Game,authors,:,Neil_Strauss,"Strauss, Neil",Neil Strauss,The Game,mobi,schema:Ebook
Sophies_Choice,authors,:,William_Styron,"Styron, William",William Styron,Sophie's Choice,mobi,schema:Ebook
Gullivers_Travels,authors,:,Jonathan_Swift,"Swift, Jonathan",Jonathan Swift,Gulliver's Travels,mobi,schema:Ebook
Great_Derangement,authors,:,Matt_Taibbi,"Taibbi, Matt",Matt Taibbi,The Great Derangement,mobi,schema:Ebook
Bonesetters_Daughter,authors,:,Amy_Tan,"Tan, Amy",Amy Tan,The Bonesetter's Daughter,mobi,schema:Ebook
Joy_Luck_Club,authors,:,Amy_Tan,"Tan, Amy",Amy Tan,The Joy Luck Club,mobi,schema:Ebook
Good_Calories_Bad_Calories,authors,:,Gary_Taubes,"Taubes, Gary",Gary Taubes,"Good Calories, Bad Calories",mobi,schema:Ebook
Why_We_Get_Fat,authors,:,Gary_Taubes,"Taubes, Gary",Gary Taubes,Why We Get Fat and What To Do About It,mobi,schema:Ebook
Vanity_Fair,authors,:,William_Thackeray,"Thackeray, William Makepeace",William Makepeace Thackeray,Vanity Fair,mobi,schema:Ebook
Fear_and_Loathing_in_Las_Vegas,authors,:,Hunter_S_Thompson,"Thompson, Hunter S.",Hunter S. Thompson,Fear and Loathing in Las Vegas,mobi,schema:Ebook
Walden,authors,:,Henry_David_Thoreau,"Thoreau, Henry David",Henry David Thoreau,Walden,mobi,schema:Ebook
Children_of_Hurin,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,The Children of Hurin,mobi,schema:Ebook
Hobbit,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,The Hobbit,mobi,schema:Ebook
Lord_of_Rings_01,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,The Lord of the Rings 01 - The Fellowship of the Ring,mobi,schema:Ebook
Lord_of_Rings_02,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,The Lord of the Rings 02 - The Two Towers,mobi,schema:Ebook
Lord_of_Rings_03,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,The Lord of the Rings 03 - The Return of the King,mobi,schema:Ebook
Silmarillion,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,The Silmarillion,mobi,schema:Ebook
Essays_on_Middle_Earth,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,Essays on Middle Earth,mobi,schema:Ebook
History_of_Middle-Earth,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,The History of Middle-Earth,mobi,schema:Ebook
Unfinished_Tales_of_Middle,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,Unfinished Tales of Middle Earth,mobi,schema:Ebook
Adventures_of_Tom_Bomb,authors,:,JRR_Tolkien,"Tolkien, J.R.R.",J.R.R. Tolkien,The Adventures of Tom Bomb,mobi,schema:Ebook
New_Earth,authors,:,Eckhart_Tolle,"Tolle, Eckhart",Eckhart Tolle,A New Earth,mobi,schema:Ebook
Power_of_Now,authors,:,Eckhart_Tolle,"Tolle, Eckhart",Eckhart Tolle,The Power of Now,mobi,schema:Ebook
Confederacy_of_Dunces,authors,:,John_Kennedy_Toole,"Toole, John Kennedy",John Kennedy Toole,A Confederacy of Dunces,mobi,schema:Ebook
Connecticut_Yankee_in_King_Arthurs_Court,authors,:,Mark_Twain,"Twain, Mark",Mark Twain,A Connecticut Yankee in King Arthur's Court,mobi,schema:Ebook
Adventures_of_Huckleberry_Finn,authors,:,Mark_Twain,"Twain, Mark",Mark Twain,The Adventures of Huckleberry Finn,mobi,schema:Ebook
Adventures_of_Tom_Sawyer,authors,:,Mark_Twain,"Twain, Mark",Mark Twain,The Adventures of Tom Sawyer,mobi,schema:Ebook
Prince_and_Pauper,authors,:,Mark_Twain,"Twain, Mark",Mark Twain,The Prince and the Pauper,mobi,schema:Ebook
Art_of_War,authors,:,Sun_Tzu,"Tzu, Sun",Sun Tzu,The Art of War,mobi,schema:Ebook
Rabbit_01,authors,:,John_Updike,"Updike, John",John Updike,"Rabbit 01 - Rabbit, Run",mobi,schema:Ebook
Rabbit_02,authors,:,John_Updike,"Updike, John",John Updike,Rabbit 02 - Rabbit Redux,mobi,schema:Ebook
Rabbit_03,authors,:,John_Updike,"Updike, John",John Updike,Rabbit 03 - Rabbit is Rich,mobi,schema:Ebook
Rabbit_04,authors,:,John_Updike,"Updike, John",John Updike,Rabbit 04 - Rabbit at Rest,mobi,schema:Ebook
Cutting_for_Stone,authors,:,Abraham_Verghese,"Verghese, Abraham",Abraham Verghese,Cutting for Stone,mobi,schema:Ebook
Journey_to_Center_of_Earth,authors,:,Jules_Verne,"Verne, Jules",Jules Verne,A Journey to the Center of the Earth,mobi,schema:Ebook
Collected_Works_Jules_Verne,authors,:,Jules_Verne,"Verne, Jules",Jules Verne,Collected Works of Jules Verne,mobi,schema:Ebook
Twenty_Thousand_Leagues_Under_Sea,authors,:,Jules_Verne,"Verne, Jules",Jules Verne,Twenty Thousand Leagues Under the Sea,mobi,schema:Ebook
Deepness_in_Sky,authors,:,Vernor_Vinge,"Vinge, Vernor",Vernor Vinge,A Deepness in the Sky,mobi,schema:Ebook
Fire_Upon_Deep,authors,:,Vernor_Vinge,"Vinge, Vernor",Vernor Vinge,A Fire Upon the Deep,mobi,schema:Ebook
Candide,authors,:,Voltaire,Voltaire,Voltaire,Candide,mobi,schema:Ebook
Man_Without_a_Country,authors,:,Kurt_Vonnegut,"Vonnegut, Kurt",Kurt Vonnegut,A Man Without a Country,mobi,schema:Ebook
Breakfast_of_Champions,authors,:,Kurt_Vonnegut,"Vonnegut, Kurt",Kurt Vonnegut,Breakfast of Champions,mobi,schema:Ebook
Cats_Cradle,authors,:,Kurt_Vonnegut,"Vonnegut, Kurt",Kurt Vonnegut,Cat's Cradle,mobi,schema:Ebook
Deadeye_Dick,authors,:,Kurt_Vonnegut,"Vonnegut, Kurt",Kurt Vonnegut,Deadeye Dick,mobi,schema:Ebook
Galapagos,authors,:,Kurt_Vonnegut,"Vonnegut, Kurt",Kurt Vonnegut,Galapagos,mobi,schema:Ebook
Mother_Night,authors,:,Kurt_Vonnegut,"Vonnegut, Kurt",Kurt Vonnegut,Mother Night,mobi,schema:Ebook
Player_Piano,authors,:,Kurt_Vonnegut,"Vonnegut, Kurt",Kurt Vonnegut,Player Piano,mobi,schema:Ebook
Slaughterhouse_Five,authors,:,Kurt_Vonnegut,"Vonnegut, Kurt",Kurt Vonnegut,Slaughterhouse Five,mobi,schema:Ebook
Infinite_Jest,authors,:,David_Wallace,"Wallace, David Foster",David Foster Wallace,Infinite Jest,mobi,schema:Ebook
Half_Broke_Horses,authors,:,Jeannette_Walls,"Walls, Jeannette",Jeannette Walls,Half Broke Horses,mobi,schema:Ebook
Glass_Castle,authors,:,Jeannette_Walls,"Walls, Jeannette",Jeannette Walls,The Glass Castle,mobi,schema:Ebook
Brotherhood_01,authors,:,Jessica_Bird,"Ward, J.R.",J.R. Ward,Brotherhood 01 - Dark Lover,prc,schema:Ebook
Brotherhood_02,authors,:,Jessica_Bird,"Ward, J.R.",J.R. Ward,Brotherhood 02 - Lover Eternal,prc,schema:Ebook
Brotherhood_03,authors,:,Jessica_Bird,"Ward, J.R.",J.R. Ward,Brotherhood 03 - Lover Awakened,prc,schema:Ebook
Brotherhood_04,authors,:,Jessica_Bird,"Ward, J.R.",J.R. Ward,Brotherhood 04 - Lover Revealed,mobi,schema:Ebook
Brotherhood_05,authors,:,Jessica_Bird,"Ward, J.R.",J.R. Ward,Brotherhood 05 - Lover Unbound,mobi,schema:Ebook
Brotherhood_06,authors,:,Jessica_Bird,"Ward, J.R.",J.R. Ward,Brotherhood 06 - Lover Enshrined,mobi,schema:Ebook
